Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Reason_Sustainability,Sustainability_exp,Reason_Future,Future_exp,Reason_Upgrade,Upgrade_exp,Reason_Building,Building_exp,Reason_Financial,Financial_exp,Reason_Technology,Technology_exp,Reason_Research,Research_exp,Reason_Planned,Planned_exp,Reason_Replacement,Replacement_exp,Reason_Other,Other_exp,Date_Survey,Name_Survey,House_Type,House_Form_x,House_Env,House_Age_x,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp_x,MCS_SCOP_x,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,HP_NoRec_R1,HP_NoRec_R2,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Date_Installation,Name_Install,HP_Installed_x,HP_Installed_Detail,HP_Brand_x,HP_Model_x,HP_Size_kW_x,HP_Refrigerant_x,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures,Comment,Included_SPF_analysis,Excluded_SPF_analysis_reason,Postcode,House_Form_y,House_Age_y,HP_Installed_y,HP_Brand_y,HP_Model_y,HP_Size_kW_y,HP_Refrigerant_y,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,MCS_Flow_Temp_y,MCS_SCOP_y,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
E.ON,EOH2056,NE3,45.0,Working Full time (>30hrs),Professional,"50,001+",2020-12-22T00:00:00.000Z,Owner-Occupied,13.0,C1,1.0,NO,,NO,,NO,,NO,,YES,bill savings,YES,,NO,,NO,,NO,,NO,,18/01/2021,Phoenix,House,End-Terrace,Urban,1950 - 1966,,2.0,2.0,2.0,90.0,5.0,3.0,7.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,7000.0,10000.0,6.02,71.59,14582.1,3311.0,0.0,55.0,2.96,No,No,No,Yes,Hybrid,,,None Required,10060.85,,697.0,14.3,3.8,Yes,,,18/03/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,,,,,1.0,9.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5739.82,,,2685.85,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,True,,NE3,End-Terrace,1950 - 1966,Hybrid,Daikin,EHY2KOMB28AA,4.0,R32,2021-06-26T13:24:00.000Z,2023-09-09T21:08:00.000Z,805.32,2021-06-29T00:00:00.000Z,2023-09-09T21:06:00.000Z,802.88,2022-08-30T00:00:00.000Z,2023-08-30T00:00:00.000Z,3.3,0.824,2.076,2.076,1.794,744.7,1335.88,0.0,0.0,101.17,4297.0,-0.884,-29.87,1.43,38.67,38.67,35.01,38.84,35.46,57.59,False,0.0,cleaned,0.979,0.979,,,0.979,0.962,23.0,2.065,0.054,2.076,2.065,0.054,2.076,1.786,0.038,1.794,55.0,2.96,False,2022-12-13T00:00:00.000Z,0.059,-5.52,-2.97,-7.94,18.77,20.4,17.42,3.24,0.19,0.0,0.0,1.41,96.88,1.0,1.0,,,1.0,1.0
E.ON,EOH2057,NE3,38.0,Working Full time (>30hrs),Professional,"50,001+",2021-04-07T00:00:00.000Z,Owner-Occupied,3.0,AB,5.0,NO,,NO,,NO,,NO,,YES,potential for bill savings & gov grant,YES,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2058,NE4,36.0,Working Part time,Skilled Manual Worker,"30,001 - 40,000",2020-12-17T00:00:00.000Z,Owner-Occupied,1.0,C2,5.0,YES,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,12/01/2021,Phoenix,House,Semi-Detached,Urban,1930 - 1949,C,2.0,1.0,2.0,81.0,4.0,2.0,6.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,0.0,No,No,,,6.671,82.35,8532.4,2674.0,0.0,45.0,3.07,Yes,No,Yes,Yes with additional measures,Hybrid,,,Loft Insulation,10787.43,500.0,572.0,14.3,3.8,Yes,,,26/02/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB32AA,4.0,R32,,,,,1.0,10.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,Yes,0.0,0.0,,no,5912.2,,,3240.68,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,,True,,NE4,Semi-Detached,1930 - 1949,Hybrid,Daikin,EHY2KOMB32AA,4.0,R32,2021-02-25T15:56:00.000Z,2023-03-04T15:26:00.000Z,736.98,2021-02-25T16:00:00.000Z,2023-03-04T15:24:00.000Z,736.98,2021-02-28T00:00:00.000Z,2022-02-28T00:00:00.000Z,3.3,0.56,2.051,2.051,1.581,1443.65,2282.89,0.0,0.0,330.74,4857.33,-1.019,-33.18,1.5,39.4,39.4,34.55,37.17,33.9,55.57,False,0.0,cleaned,1.0,0.999,,,1.0,0.97,150.0,1.903,0.081,1.883,1.903,0.081,1.883,1.424,0.085,1.405,45.0,3.07,False,2021-12-22T00:00:00.000Z,1.627,-0.14,1.99,-2.3,18.08,19.23,17.1,7.01,11.41,0.0,0.0,1.25,40.45,1.0,1.0,,,1.0,0.979
OVO,EOH2059,BN27,64.0,Working Full time (>30hrs),Skilled Manual Worker,Prefer not to say,2020-12-15T00:00:00.000Z,Owner-Occupied,24.0,C2,3.0,Yes,,Yes,Save the environment and money.,Yes,I need more information on heat pumps.,No,I am currently not undertaking building work,Yes,It sounds good but I do need to know more regarding proof of concept and running costs.,Yes,I will only adapt new technology if it works and reduces emissions.,Yes,I am not sure how I support this project?,No,Again I need to know more about heat pumps before I can sensible comment on how good they are.  I did come across them about 30 years ago but I assume they are much more efficient these days!,No,My gas boiler is currently fine.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2060,NE6,36.0,Working Full time (>30hrs),Professional,"50,001+",2020-10-29T00:00:00.000Z,Owner-Occupied,7.0,AB,3.0,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,10/11/2020,Phoenix,House,Detached,Suburban,1930 - 1949,D,2.0,2.0,2.0,222.0,9.0,4.0,13.0,2.7,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Wood,Water,180,0.0,0.0,1.0,No,No,,,,,,,,,,Yes,No,Yes,No,None - Installation not recommended,Technical_Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2061,TD5,74.0,Working Part time,Professional,Prefer not to say,2021-04-13T00:00:00.000Z,Owner-Occupied,14.0,C1,3.0,Yes,,Yes,,Yes,,No,,No,,No,,No,,No,,No,,No,,17/06/2021,Warmworks,House,Detached,Rural,2001+,A,2.0,0.0,1.0,144.83,7.0,3.0,7.0,2.6,Cavity_Insulated,Suspended,Pitched,Triple,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,9.2,65.0,23272.0,4921.0,0.0,50.0,3.92,Yes,No,Yes,Yes,HT_ASHP,,,,,,1502.59,18.0,5.0,Yes,,,29/09/2021,Everwarm,HT_ASHP,,Vaillant,VWL 125/6 A 230V S2,12.0,R290,0.0,Water_New,200.0,,1.0,,14.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,17943.13,3572.208,1610.23,3788.06,,,,,,,2.0,0.0,,False,Less than 1yr data available,TD5,Detached,2001+,HT_ASHP,Vaillant,VWL 125/6 A 230V S2,12.0,R290,2021-10-12T14:02:00.000Z,2022-06-28T11:38:00.000Z,258.9,2021-10-12T14:04:00.000Z,2022-06-28T11:36:00.000Z,258.9,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,50.0,3.92,True,2021-12-22T00:00:00.000Z,2.675,0.3,1.6,-0.4,18.56,19.1,17.8,30.31,81.1,0.0,0.0,0.56,,0.96,0.96,,,0.96,
Warmworks,EOH2062,EH54,41.0,Working Full time (>30hrs),Skilled Manual Worker,Prefer not to say,2021-05-19T00:00:00.000Z,Owner-Occupied,6.0,C2,3.0,Yes,,Yes,,No,,No,,No,,Yes,,No,,No,,No,,No,,29/06/2021,Warmworks,House,Mid-Terrace,Suburban,1965-1980,C,2.0,2.0,2.0,84.76,4.0,3.0,4.0,2.6,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,6.2,,19725.0,3937.0,0.0,,,Yes,No,Yes,Yes,ASHP,,,,,,936.72,18.0,5.0,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2063,OX14,42.0,Working Full time (>30hrs),Professional,"50,001+",2020-10-22T00:00:00.000Z,Owner-Occupied,4.0,AB,3.0,Yes,,Yes,The world needs to move to zero carbon emission energy sources. If we can help drive this change through being early adopters then its a worthwhile investment for us and for society in general.,Yes,"Im looking into how to remove/reduce the need for gas in how I heat my home and know that heat pumps are one way of doing this. Based on what I know about them compared with other options, e.g. solar-thermal panels, heat pumps seem like a better but more expensive option for heating my home.",No,,Yes,We cant afford to make the changes we want to make to our heating system so being able to get financial help to do so would really help us achieve our goal.,Yes,If theres a way technology can be used to increase the energy efficiency of our home and reduce our carbon footprint then we are certainly keen to explore the available options.,Yes,Demonstrating that the technology works is going to be an essential part of rolling low-carbon tech out at a large scale. Someone has to go first to help get this proof and its such an important thing to do that we would really like to get involved.,No,We cant afford a heat pump but definitely know the benefits they bring,No,,No,,19/03/2021,Retrofitworks,House,Semi-Detached,Suburban,1965-1980,,2.0,0.0,2.0,97.4,5.0,3.0,5.0,2.4,Cavity_No_insulation,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,,,,,,,,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2064,NE23,42.0,Working Full time (>30hrs),Manager,"25,001 - 30,000",2021-04-21T00:00:00.000Z,Owner-Occupied,14.0,C1,2.0,YES,,NO,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2065,OX28,54.0,Working Part time,Professional,"50,001+",2020-07-17T00:00:00.000Z,Owner-Occupied,22.0,AB,3.0,Yes,"I thought about installing a ground source heat pump when we did building work 7 years ago, but it could not be managed within our budget at the time.",Yes,We all have to do this to help reduce the impact of climate change,Yes,"Gas will have to be phased out in the coming decades, so the move makes sense.",No,,Yes,"I wanted to look at ground source heat pumps 7 years ago, but didnt have the budget.",Yes,Technology is the future ....,Yes,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2066,EH14,38.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2021-07-08T00:00:00.000Z,Owner-Occupied,1.0,C1,4.0,Yes,,No,,Yes,,No,,No,,No,,No,,No,,No,,No,,21/07/2021,Warmworks,House,Detached,Urban,1919-1944,D,2.0,0.0,2.0,120.14,5.0,3.0,5.0,2.75,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Normal (90-130l),0.0,0.0,1.0,No,No,,,9.3,83.0,23278.0,2953.0,0.0,50.0,3.92,Yes,No,Yes,Yes,HT_ASHP,,,,,,1336.07,18.0,5.0,Yes,,,30/08/2021,Everwarm,HT_ASHP,,Vaillant,VWL 125/6 A 230V S2,12.0,R290,0.0,Water_New,150.0,,1.0,,8.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,17943.13,3508.272,1610.23,2164.6,,,,,,,2.0,0.0,,False,Quality score outside threshold,EH14,Detached,1919-1944,HT_ASHP,Vaillant,VWL 125/6 A 230V S2,12.0,R290,2021-10-26T14:58:00.000Z,2023-02-26T00:02:00.000Z,487.38,2021-10-26T14:58:00.000Z,2023-02-26T00:00:00.000Z,487.38,2021-12-28T00:00:00.000Z,2022-12-28T00:00:00.000Z,4.0,1.236,3.724,3.724,3.686,7953.18,29316.83,0.0,0.0,80.75,,,,,37.92,42.24,33.88,41.39,37.08,69.27,True,0.00111,cleaned,0.586,0.586,,,0.586,,123.0,3.708,0.086,3.727,3.708,0.086,3.727,3.67,0.085,3.69,50.0,3.92,True,2022-12-13T00:00:00.000Z,3.223,-6.42,-2.6,-8.37,15.38,17.69,13.61,66.18,213.3,0.0,0.0,0.34,,1.0,1.0,,,1.0,
Warmworks,EOH2067,EH48,40.0,Working Full time (>30hrs),Clerical,"50,001+",2020-09-17T00:00:00.000Z,Owner-Occupied,2.0,C2,3.0,Yes,,No,,No,,Yes,,No,,No,,No,,Yes,,No,,No,,,,House,Detached,Rural,1965-1980,,,,,,,,,,,,,,No,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2068,SO43,78.0,Retired,Professional,"50,001+",2020-10-01T00:00:00.000Z,Owner-Occupied,39.0,DE,4.0,Yes,,Yes,See above,Yes,I would very much prefer  to change from oil to  non fossil fuels and heat exchangers seem a really eco friendly system  ideally suited to our needs particularly as we live in a very warm area where we rarely get very cold weather,No,,Yes,Of course wouldnï¿½t anybody!,Yes,,Yes,As a former consultant physician I am very aware of the need to assess new treatments for problems and am happy to be involved in this forward looking and exciting project,Yes,I first heard of this type of heating for a house from a friend who has it and we will have to change our boiler within the next couple of years and so I looked on google to asses the cost of adopting such a system and found your trial. So here I am.,Yes,See above,No,,03/12/2020,,,,,,,2.0,0.0,2.0,,7.0,4.0,10.0,,,,,Double,No,Oil,Oil Boiler,Fire - Wood,Water,,0.0,0.0,1.0,No,No,,,,,,,,,,,,,,None - Installation not recommended,Technical_Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2069,CR5,52.0,Working Full time (>30hrs),Professional,"50,001+",2021-02-08T00:00:00.000Z,Owner-Occupied,21.0,AB,4.0,Yes,my son is always badgering me to be more eco!,Yes,,Yes,,No,,Yes,,Yes,,Yes,,No,be nice but outlay cost is too high compared to a standard gas boiler.,Yes,boiler is over 15 years old. be nice to lose the water tank in loft.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2070,NE7,51.0,Working Full time (>30hrs),Professional,"50,001+",2020-10-30T00:00:00.000Z,Owner-Occupied,11.0,AB,1.0,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,12/11/2020,Phoenix,House,Semi-Detached,Urban,1950 - 1966,C,2.0,2.0,2.0,143.0,7.0,5.0,11.0,2.5,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,1.0,1.0,No,No,,,9.474,66.25,18990.0,5349.0,0.0,55.0,2.96,No,No,No,Yes,Hybrid,,,None Required,12179.0,,939.0,14.3,3.8,Yes,,,14/05/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB32AA,4.0,R32,,,,,1.0,14.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5912.2,,,4631.74,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,,False,SPF outside threshold,NE7,Semi-Detached,1950 - 1966,Hybrid,Daikin,EHY2KOMB32AA,4.0,R32,2021-05-14T14:44:00.000Z,2023-07-09T23:58:00.000Z,786.38,2021-05-16T00:00:00.000Z,2023-07-09T23:56:00.000Z,785.0,2022-04-25T00:00:00.000Z,2023-04-25T00:00:00.000Z,3.3,1.865,8.494,8.494,7.669,1249.77,9584.31,0.0,0.0,121.39,9584.32,,,,41.88,41.88,34.75,43.19,36.73,76.52,True,0.00076,cleaned,0.97,0.97,,,0.97,0.97,187.0,8.396,0.392,8.242,8.396,0.392,8.242,7.591,0.314,7.463,55.0,2.96,False,2022-12-12T00:00:00.000Z,1.057,-4.58,-2.47,-7.85,18.56,18.81,18.3,0.16,0.17,0.0,0.0,0.07,0.17,1.0,1.0,,,1.0,1.0
E.ON,EOH2071,NE3,72.0,Working Part time,Professional,"40,001 - 50,000",2021-03-01T00:00:00.000Z,Owner-Occupied,20.0,AB,3.0,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,08/03/2021,Phoenix,House,Detached,Urban,1983 - 1990,,2.0,0.0,2.0,125.0,6.0,4.0,,2.3,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,1.0,1.0,No,No,4500.0,28000.0,,,,,,,,No,No,No,No,None - Installation not recommended,Practical_Noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2072,SL4,44.0,Working Full time (>30hrs),Professional,Prefer not to say,2020-10-28T00:00:00.000Z,Owner-Occupied,8.0,AB,4.0,Yes,,Yes,,No,,No,,Yes,With a lack of grant/funding from gov to support decarbonising domestic heating capital costs are high.,Yes,ASHP in domestic recommended by a student of mine. I am interested in the practicalities of retrofitting domestic carbon free techs.,Yes,,No,,No,,Yes,"I teach Sustainable Construction, one lecture is on Heat Pumps adn with the reducing Carbon Intensity of grid electricity ASHP with low CoP is now viable as a gas replacement. Decarbonising also moves the problem of using fossil fuels to the electricity generators.",22/12/2020,,House,,,1945-1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2073,NE27,70.0,Retired,Pensioner,"25,001 - 30,000",2021-05-04T00:00:00.000Z,Owner-Occupied,10.0,DE,2.0,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2074,EH11,65.0,Working Full time (>30hrs),Professional,Prefer not to say,2020-08-07T00:00:00.000Z,Owner-Occupied,17.0,C1,4.0,Yes,,Yes,,No,,No,,No,,No,,No,,No,,Yes,"Gas boiler coming up to 10 years old and they want to replace this, ideally by coming off gas.",No,,15/09/2020,Warmworks,Flat,Flat,Urban,1919-1944,C,2.0,0.0,2.0,101.93,6.0,4.0,6.0,2.57,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,1.0,No,No,1791.0,,6.0,55.2,11687.0,4495.0,156.0,45.0,3.93,Yes,No,Yes,No,ASHP,,,,,,837.0,14.8,,Yes,,,27/08/2021,mcinnesplumbing,ASHP,,Mitsubishi,PUZ-WM50VHA-BS,5.0,R32,0.0,Water_New,150.0,,1.0,10.0,,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,Yes,No,0.0,0.0,,No,7655.16,3508.272,1610.23,2705.76,,,,,,,2.0,0.0,,True,,EH11,Flat,1919-1944,ASHP,Mitsubishi,PUZ-WM50VHA-BS,5.0,R32,2021-08-28T09:50:00.000Z,2023-09-28T23:58:00.000Z,761.59,2021-08-28T09:52:00.000Z,2023-09-28T23:56:00.000Z,761.59,2022-06-24T00:00:00.000Z,2023-06-24T00:00:00.000Z,1.0,0.0,3.513,3.025,2.026,1083.44,2054.39,140.91,0.0,357.71,,-0.417,-10.61,1.12,31.65,35.84,30.25,33.77,32.27,58.89,False,0.0,cleaned,0.999,0.999,0.999,,0.999,,392.0,3.484,0.033,3.488,3.071,0.058,3.053,2.085,0.068,2.063,45.0,3.93,True,2022-12-13T00:00:00.000Z,1.713,-6.42,-2.6,-8.37,19.13,23.98,18.33,10.11,17.25,0.07,0.0,3.94,,1.0,1.0,1.0,,1.0,
Warmworks,EOH2075,EH54,35.0,Working Full time (>30hrs),Skilled Manual Worker,"20,001 - 25,000",2020-09-21T00:00:00.000Z,Owner-Occupied,0.1,C2,4.0,Yes,,Yes,,No,,Yes,,No,,No,,No,,No,,No,,No,,,,House,Mid-Terrace,Urban,1965-1980,,,,,,,,,,,,,,Yes,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
